Username,Content,Created at
ranijuliernesta,ini adek  tetep disuruh masuk sekolah  ptm padahal banyak murid yg positif covid dan yg positif tetep masuk terus kok malah tetep ptm padahal udah dimarahin puskesmas laporin kemana nih yg ginigini,2022-01-08 13:07:13+00:00
AgribisnisUnpar,kasus covid melonjak ptm di palangkaraya tetap berjalan persen,2022-01-08 12:54:06+00:00
ayu__121,kepala disdikbud pesawaran anca martha utama mengatakan pihaknya tidak bisa meneruskan rencana ptm  karena adanya peningkatan kasus covid yang signifikan,2022-01-08 12:51:50+00:00
radarmasnetwork,antisipasi covid sekolah lakukan testing,2022-01-08 12:48:35+00:00
iniaknARA,maaf baru jawab masih ptm  kok tapi kata guru bk katanya mau diganti jadi  lagi kalo misal disekolah ku ada yg kena covid yaudah pjj lagi gk  atau  lagi,2022-01-08 12:43:52+00:00
MRialdhie,kasus covid meningkat mas hendi genjot vaksinasi booster dan hentikan ptm,2022-01-08 12:41:52+00:00
GivanJordan1,kasus covid meningkat mas hendi genjot vaksinasi booster dan hentikan ptm,2022-01-08 12:39:20+00:00
republikaonline,jumlah pelajar terpapar covid meningkat palembang terapkan ptm persen,2022-01-08 12:38:24+00:00
DickyWidyatama,kasus covid meningkat mas hendi genjot vaksinasi booster dan hentikan ptm,2022-01-08 12:36:34+00:00
juyeonpuff,eh iya aku juga udah seminggu pjj lagi tt semoga covid cepet turun lagi supaya bs ptm,2022-01-08 12:34:50+00:00
azzahra_elvin,kasus covid meningkat mas hendi genjot vaksinasi booster dan hentikan ptm,2022-01-08 12:33:56+00:00
BayuSuryo18,kasus covid meningkat mas hendi genjot vaksinasi booster dan hentikan ptm,2022-01-08 12:31:07+00:00
firdaus_rustam1,kasus covid meningkat mas hendi genjot vaksinasi booster dan hentikan ptm,2022-01-08 12:28:23+00:00
kumparan,pemkot palembang juga telah mengevaluasi ptm dengan skema  untuk mencegah risiko lonjakan kasus covid,2022-01-08 12:16:47+00:00
republikaonline,dinkes sukabumi sebut siswa positif covid diduga lakukan perjalanan ke luar kota,2022-01-08 12:11:05+00:00
kumparan,menurut sugeng kebijakan pemkot solo menghentikan pembelajaran tatap muka ptm tidak cukup untuk menekan potensi penyebaran covid,2022-01-08 12:02:03+00:00
timlovers,ada siswa terpapar covid ptm di karanganyar jalan terus,2022-01-08 12:00:01+00:00
kabartimlo,ada siswa terpapar covid ptm di karanganyar jalan terus,2022-01-08 12:00:01+00:00
lampunggehh,tren kasus covid meningkat unila tunda ptm hingga april  selasa  baca selengkapnya di,2022-01-08 11:59:39+00:00
TribunMataraman,pemerintah kota madiun bertindak cepat menutup pembelajaran tatap muka ptm di tiga sekolah setelah ada siswa yang terkonfirmasi positif covid,2022-01-08 11:53:06+00:00
iamgepe,acehkini puluhan mahasiswa universitas syiah kuala banda usk aceh positif covid selama pelaksanaan pembelajaran tatap muka ptm mereka saat ini dikarantina di asrama mahasiswa rektor universitas syiah kuala profesor samsul rizal dalam surat ya,2022-01-08 11:49:25+00:00
au74886843,di sekolahku kalau ada anak yang kena covid yang pjj cuma satu kelas yang ada anak kena covidnya itu doang jadi gak semua pjj sekolah masih mengusahakan untuk tetep ptm,2022-01-08 11:47:40+00:00
eradotid,yuk jaga ketat prokes,2022-01-08 11:47:03+00:00
mediaindonesia,di sidoarjo ini ada sekitar siswa yang positif jadi kami mengosongkan empat kelas di setiap sekolah terutama yang kelas ada yang positif ujar ahmad di sidoarjo selasa ,2022-01-08 11:28:36+00:00
Beritasatu,survei kpai  orang tua siswa setuju ptm  meski covid melonjak,2022-01-08 11:14:26+00:00
lushfvulnana,masak kelas yg muridnya kena covid pjj sedangkan kelas yg muridnya belum ada yg kenak covid masih tetep ptm kenapa gk di sama ratain aja si,2022-01-08 11:11:53+00:00
soloposdotcom,ptm masih full bupati sragen kini lebih siap hadapi lonjakan covid,2022-01-08 11:03:08+00:00
banu_sukamto,ternyata selain murid amp orang tuanya guru amp staff sekolah juga ikut dapat rugi dari ptm di masa positive rate covid yang lagi meningkat semoga guru amp staff sekolah yang terpapar mendapat kan bantuan dari pemda atau kementrian agar dapat meringan kan beban mereka aamiin,2022-01-08 11:01:58+00:00
acehkini,puluhan mahasiswa universitas syiah kuala banda usk aceh positif covid selama pelaksanaan pembelajaran tatap muka ptm mereka saat ini dikarantina di asrama mahasiswa rektor universitas syiah kuala profesor samsul rizal dalam surat yang dirilis pada selasa ,2022-01-08 10:58:23+00:00
GATRA_com,kasus covid di pati meningkat ptm di sekolah tetap berlanjut,2022-01-08 10:50:03+00:00
iamgepe,acehkini belum sebulan ptm puluhan mahasiswa universitas syiah kuala positif covid,2022-01-08 10:49:52+00:00
jawapos,survei kpai orang tua percaya ptm persen meski ada kasus covid,2022-01-08 10:42:09+00:00
mediaindonesia,kepala sekolah smp negeri kota blitar mengatakan hasil tes keluar senin  malam menurut dia ada siswa yang dites usap dan delapan siswa dinyatakan positif covid,2022-01-08 10:38:37+00:00
javasatumedia,tren covid naik gresik kembali masuk level  ptm persen dimulaibesok,2022-01-08 10:32:11+00:00
acehkini,belum sebulan ptm puluhan mahasiswa universitas syiah kuala positif covid,2022-01-08 10:22:52+00:00
InfoTimlo,ada siswa terpapar covid ptm di karanganyar jalan terus,2022-01-08 10:20:02+00:00
bergeloralah,tetap prokes ya survei kpai persen orang tua murid setuju ptm meski kasus covidnaik,2022-01-08 10:19:37+00:00
officialnova_id,antisipasi penyebaran covid pemerintah tetapkan ptm terbatas dari  menjadi ,2022-01-08 10:15:00+00:00
IDNTimesBanten,jika ada temuan kasus covid sekolah wajib stop ptm,2022-01-08 10:12:02+00:00
Bisniscom,naiknya angka kasus temuan covid telah mendorong pemerintah kota palembang melalui dinas pendidikan setempat kembali memberlakukan pengurangan pembelajaran tatap muka ptm dari tiga hari menjadi dua hari sepekan foto antarafeny selly,2022-01-08 10:09:48+00:00
kumparan,seluruh mahasiswa usk banda aceh yang positif corona menjalani karantina di asrama mahasiswa pada blok terpisah,2022-01-08 10:08:08+00:00
whatsbit,belum sebulan ptm puluhan mahasiswa universitas syiah kuala positif covid seluruh mahasiswa usk banda aceh yang positif corona menjalani karantina di asrama mahasiswa pada blok terpisah,2022-01-08 10:05:05+00:00
kalderanews,jadi pusat covid omicron tangerang raya putuskan stop ptm  ,2022-01-08 10:02:24+00:00
Radar_Cirebon, mukai rabu  pembelajaran tatap muka ptm di kabupaten cianjur akan ditiadakan mengingat kasus covid dan omicron semakin merambah di,2022-01-08 10:00:50+00:00
TribunMataraman,sejumlah siswa smpn probolinggo dikabarkan terkonfirmasi covidkarenanya pembelajaran tatap muka untuk sementara dihentikan,2022-01-08 09:47:49+00:00
satukanalcom,ptm di smpn kota ditutup gegara sembilan siswaterpapar covid  smpn kota menutup sementara kegiatan belajar   baca selengkapnya  ,2022-01-08 09:38:24+00:00
weirdkidoz,gue tiap mau crita covid apa ptm gt males ama emak gue isi otaknya konspirasi panjang urusannya,2022-01-08 09:36:12+00:00
WinJGR,hasil survei kpai mendapati persen orang tua mengusulkan penghentian ptm survei dilakukan di tengah lonjakan kasus covid varian omicron via detikedu,2022-01-08 09:34:19+00:00
samsularifinnnn,saat ptm anak sekolah tertulardirumah anak menularkan ke orang tua orang tua menularkan ke teman kerja tmn kerja menularkan ke anak dan orang tua begitu terus sampai akhirnya byk yg skt sehingga layanan kesehatan non covid seperti kemoterapi cuci drh dll jd terganggu,2022-01-08 09:30:12+00:00
tempodotco,dki jakarta kembali masuk dalam status ppkm level  hal ini diputuskan setelah melihat lonjakan kasus harian covid di ibu kota apa saja beberapa ketentuan yang diterapkan selama ppkm level di jakarta selengkapnya,2022-01-08 09:27:40+00:00
ptm_patraniaga,meningkatnya kasus covid varian omicron mengharuskan kita agar lebih memperketat lagi protokol kesehatan untuk sehariharinya sob untuk menyiasati hal tersebut yuk manfaatkan layanan pertamina delivery service,2022-01-08 09:25:36+00:00
monologis_id,untuk menekan penyebaran covid yang kembali melonjak pembelajaran tatap muka ptm di kabupaten tulangbawang barat lampung kembali disetop seluruh pelajar kembali melakukan pembelajaran secara daring,2022-01-08 09:22:45+00:00
gihondianto,pasien covid mulai bergeser ke usia muda  mean muda as in remajaanak  akibat kekeuh ptm kemdikbud,2022-01-08 09:20:14+00:00
AbimayuHadiyata,evaluasi pelaksanaan pembelajaran tatap muka ptm persen ditengah melonjaknya kasus covid varian omicron di indonesia lombok trauma coraline nasi uduk formula  tni ad kuat disegani duren,2022-01-08 09:15:34+00:00
liputan6dotcom,survei kpai persen orangtua murid setuju ptm meski kasus covid naik,2022-01-08 09:14:03+00:00
IDNTimesJatim,bermula dari satu kasus,2022-01-08 09:09:02+00:00
mediaindonesia,kasus covid varian omikron yang ditemukan pada anak didik di sd kota padang ternyata mereka yang belum divaksin,2022-01-08 09:08:38+00:00
kkn_genisaulia,minggu keempat kkn hai semua pelaksanaan kkn sudah sampai minggu keempat  kegiatan kkn pada minggu keempat ini adalah melaksanakan program kerja sosialisasi pencegahaan covid saat ptm di sdn bulustalan kemudian dilanjutkan dengan bimbingan rutin bersama dpl,2022-01-08 09:06:40+00:00
merdekadotcom,survei kpai persen orang tua murid setuju ptm meski kasus covid naik,2022-01-08 09:04:35+00:00
detikcom,hasil survei kpai mendapati persen orang tua mengusulkan penghentian ptm survei dilakukan di tengah lonjakan kasus covid varian omicron via detikedu,2022-01-08 09:00:31+00:00
infoPKU,dua smpn di kota pekanbaru terpaksa menghentikan aktivitas pembelajaran tatap muka atau ptm hal ini dikarenakan ada satu siswa yang terkonfirmasi positif covid di smpn pekanbaru sumber,2022-01-08 08:45:13+00:00
beritacovid,covid melonjak gus ahad minta pemprov jabar tak ragu setop ptm  detiknews,2022-01-08 08:44:41+00:00
faktualnewsco,ptm smp negeri kota blitar ditutup siswa positif covid,2022-01-08 08:44:40+00:00
faktualnewsco,sejumlah murid man jombang dikabarkan positif covid ptm dihentikan,2022-01-08 08:44:37+00:00
tkempur,kepala disdikbud pesawaran anca martha utama mengatakan pihaknya tidak bisa meneruskan rencana ptm  karena adanya peningkatan kasus covid yang signifikan kami memutuskan menunda sampai waktu yang belum bisa dipastikan pelaksanaannya ujar anca,2022-01-08 08:37:13+00:00
nyiiiipar,yallah ga adil bngt gue ptm minggu dpn seminggu full udh tau lg naik covid nya mana semua pelajaran ulangan,2022-01-08 08:35:05+00:00
WaspadaID,warga terpapar covid melonjak pemko pematangsiantar terapkan ptm persen,2022-01-08 08:32:54+00:00
ndaastudy,aku selama ini belum kebagian ptm eh udah naik lagi covid,2022-01-08 08:31:04+00:00
Editornews_,selengkapnya di   ,2022-01-08 08:30:12+00:00
radarmasnetwork,meski terjadi kenaikan kasus covid ptm di cilacap tetap berjalan dengan pembatasan,2022-01-08 08:20:12+00:00
pontianakmedia,kasus covid meningkat singkawang tetap laksanakan ptm  antara news kalimantan barat,2022-01-08 08:17:41+00:00
antarakalbar,kasus covid meningkat singkawang tetap laksanakan ptm  antara news kalimantan barat,2022-01-08 08:16:44+00:00
KompasTV,disdikbud lampung hentikan ptm di dua daerah akibat klaster covid,2022-01-08 07:56:07+00:00
mayangkaranews, sma dan smk di blitar kembali menerapkan pembelajaran tatap muka atau ptm persen karena kota blitar berstatus level penularan covid,2022-01-08 07:49:25+00:00
saputra_abra,penghentian ptm persen untuk tekan covid aneh kalau usulan anies ditolak luhut,2022-01-08 07:43:46+00:00
republikaonline,harusnya proses ptm di sekolah sementara dialihkan ke pembelajaran jarak jauh,2022-01-08 07:40:30+00:00
mediaindonesia,kalau angkanya di atas  kita baru akan tutup sementara dan dilakukan pembelajaran jarak jauh kata bupati sidoarjo muhdlor,2022-01-08 07:33:37+00:00
soloposdotcom,siswa smp bernardus madiun positif covid ptm dihentikan sementara,2022-01-08 07:30:35+00:00
republikaonline,siswa yang positif covid di cirebon ditemukan di sekolah,2022-01-08 07:29:46+00:00
mediaindonesia,belasan siswa smasmk positif covid ptm tetap dilanjutkan,2022-01-08 07:11:16+00:00
makanwe,sekolahku ada yang demam dua orang belum tau covid atau bukan tapi lgsg disuruh pjj ajak orangtuamu nolak nder kalau perlu gibahin sekolahnya sama ortu lain bir serempak gamau ptm,2022-01-08 07:09:36+00:00
tvrijateng,februari pemkot surakarta solo hentikan ptm selama sebulan setelah ditemukan kasus covid di sekolah tweet,2022-01-08 06:33:52+00:00
t4m4r4yyy,oleh krna itu ridwan kamil mengatakan pembelajaran tatap muka atau ptm di enam daerah yang kasus covid tinggi juga akan dievaluasi,2022-01-08 06:33:20+00:00
astbill,boleh bgt nder emg sih gaboleh panik tp bkn berarti jadi ignore klo covid masi ada aku juga awalnya ptm  pas tau ade kelas ada yg  lgsg pjj lagi ini udh masuk lg sih persen tapiii aku gadibolehin ngerii omicron gejalanya,2022-01-08 06:32:37+00:00
kompascom,kasus positif covid di smpn blitar bermula dari satu siswa yang baru pulang usai melakukan perjalanan dari luar kota,2022-01-08 06:21:39+00:00
ElshintaTegal_,menanggapi naiknya kasus covid di beberapa kabupatenkota gubernur menyampaikan ketentuan ptmpjj disesuaikan dengan kebijakan amp hasil evaluasi tiap kabkota pembelajaran tingkat smasmk mengikuti kebijakan via,2022-01-08 06:20:00+00:00
todayisbethanie,hr terakhir ptm skolah ku tbtb daring krna covid makin naik pdhal ud trbiasaa mana bsok mtk ak mtk kalo daring mana ngerti apa apa,2022-01-08 06:19:30+00:00
ureppufle1373,siapa di sini yang sekolahnya ada yg positif covid tapi tetep ptm,2022-01-08 06:07:10+00:00
roswellnd,gue bener bener marah sama covid baru kali ini gue ga suka kalo pjj lagi udah nyaman ptm,2022-01-08 06:06:58+00:00
AlbertSolo2,pemerintah pusat resmi menaikkan status kota surabaya ke level  karena adanya peningkatan jumlah kasus covid terutama omicron di kota surabayawalikota surabaya resmi menghentikan sementara pelaksanaan ptm terbatas di kota surabaya dan menggantinya dengan pjj dari rumah,2022-01-08 06:05:50+00:00
AboutSemarangID,klaster covid di sekolah ptm di semarang dihentikan selama minggu,2022-01-08 05:52:41+00:00
kompascom,akibatnya kegiatan pembejaran tatap muka ptm dihentikan sementara selama tiga hari,2022-01-08 05:51:07+00:00
ivooxid,sejumlah murid mengikuti pembelajaran tatap muka ptm di sdn duren tiga pagi jakarta selasa  dinas pendidikan dki jakarta memberlakukan ptm persen untuk sementara seiring peningkatan kasus covid varian omicron di ibu kota foto antara foto,2022-01-08 05:50:35+00:00
merdekadotcom,survei kpai persen orang tua tak setuju ptm di tengah lonjakan covid,2022-01-08 05:42:06+00:00
medcom_id,siswa positif covid ptm di sidoarjo tetap dilanjutkan,2022-01-08 05:39:15+00:00
republikaonline,lomba menulis dengan tema covid naik lagi bagaimana nasib ptm raih hadiah jutaan rupiah,2022-01-08 05:34:55+00:00
aiaisoobin,masih ptm sekian walaupun guru dan satu kelas jurusan sebelah ada yg kena covid,2022-01-08 05:29:43+00:00
21BeritaTerkini,survei kpai persen orang tua tak setuju ptm di tengah lonjakan covid,2022-01-08 05:24:08+00:00
jpnncom,ptm bali terhenti  kppad akan pantau daring siap sidak ke sekolah hingga rumah untuk pastikan hal ini ,2022-01-08 05:21:37+00:00
shegorana,gue daring dari seminggu lalu pdhl baru  ptm gua juga kangen ptm anjrt ngapain juga covid naik,2022-01-08 05:17:19+00:00
suaramerdeka,klaster sekolah ditemukan di kota semarang siswa dan guru positif omicron,2022-01-08 05:03:40+00:00
detik_jateng,siswa kota pekalongan kena covid ptm dikajisekolah lockdown,2022-01-08 04:45:08+00:00
republikaonline,retizen republika rutin menggelar lomba menulis dengan hadiah jutaan rupiah,2022-01-08 04:43:34+00:00
kalderanews,jadi pusat covid omicron tangerang raya putuskan stop ptm  ,2022-01-08 04:41:53+00:00
kalderanews,jadi pusat covid omicron tangerang raya putuskan stop ptm ,2022-01-08 04:41:49+00:00
lampungpostid,pemerintah provinsi lampung dan sejumlah daerah kompak menunda pembelajaran tatap muka ptm kebijakan itu diambil menyusul terjadinya peningkatan terkonfirmasi covid,2022-01-08 04:41:08+00:00
vdvc_talk,dengan adanya kenaikan kasus covid omicron yang signifikan kementerian pendidikan kebudayaan riset dan teknologi kemendikbudristek mengeluarkan surat edaran mengenai pembelajaran selama masa covid,2022-01-08 04:30:45+00:00
BimataIndonesia,ptm di sekolah kota palembang dihentikan setelah terkonfirmasi adanya kasuscovid,2022-01-08 04:30:09+00:00
Tribun_Solo,kasus covid naik pemkab karanganyar belum hentikan ptm minta orang tua ketat awasi prokes anak,2022-01-08 04:24:09+00:00
kumparan,rektor unila mengatakan bahwa pengambilan keputusan tersebut mengacu pada prediksi dari pemerintah pusat tentang kenaikan kasus covid terutama pada januarifebruari ,2022-01-08 04:22:09+00:00
theaamln,aku lagi pjj sampai tanggal  terus tanggal aku ptm  kemarinkemarin  sih tapi ada yang covid jadi dehh ya gtuuu,2022-01-08 04:13:46+00:00
amtvNU,kasus covid melonjak ptm di surabaya jadi ,2022-01-08 04:11:17+00:00
kupastuntasnew,guna mengantisipasi penyebaran covid terhadap pelajar pemerintah kabupaten lampung barat lambar disekolah,2022-01-08 03:56:12+00:00
jawapos,siswa terpapar covid ptm di semarang dihentikan dua pekan,2022-01-08 03:49:18+00:00
jatimmembaca,hasil tes swab di smpn kota blitar tambah anak positif covid ptm dihentikan pekan,2022-01-08 03:46:05+00:00
AlbertSolo2,klaster penularan baru covid di tengah pelaksanaan ptm terbatas di kota solo menjadi penyebab utama di hentikan sementara waktu pelaksanaan ptm terbatas di kota solo sejak senin kemarinpara siswa wajib mengikuti pembelajaran jarak jauh melalui online streaming,2022-01-08 03:44:23+00:00
funnylillac,kabupaten mah pake sistem trobos ajalah anjir ini juga masih ptm  alhamdulillah selama covid belom pernah wfh ,2022-01-08 03:41:48+00:00
